Region,Country,Gateway,cabinndclass,Metric,SubMetric,Values,Month
GCCLI,U.A.E,LHR,J,RASK,VTL,4,20170101
GCCLI,U.A.E,LHR,J,ASK,CY,2,20170101
GCCLI,U.A.E,LHR,J,ASK,V.LY,6.2,20170101
GCCLI,U.A.E,LHR,J,Yield,CY,6.3,20170101
GCCLI,U.A.E,LHR,J,Yield,VTL,9,20170101
GCCLI,U.A.E,LHR,J,LoadFactor,CY,86,20170101
GCCLI,U.A.E,LHR,J,LoadFactor,VTL,1.23,20170101
GCCLI,U.A.E,LHR,Y,Bookings,CY,0.18,20170101
GCCLI,U.A.E,LHR,Y,Bookings,VTL(%),26,20170101
GCCLI,U.A.E,LHR,Y,Bookings,TKT(%),78,20170101
GCCLI,U.A.E,LHR,Y,Passenger,Forecast,0.32,20170101
GCCLI,U.A.E,LHR,Y,Passenger,BGT,0.36,20170101
GCCLI,U.A.E,LHR,Y,Passenger,VTB(%),4,20170101
GCCLI,U.A.E,LHR,Y,Passenger,VTL(%),7,20170101
GCCLI,U.A.E,LHR,Y,ATV,Forecast,303.6,20170101
GCCLI,U.A.E,LHR,Y,ATV,BGT,315.6,20170101
GCCLI,U.A.E,LHR,Y,ATV,VTB(%),13,20170101
GCCLI,U.A.E,LHR,Y,ATV,VTL(%),4,20170101
GCCLI,U.A.E,LHR,Y,Revenue,Forecast,121,20170101
GCCLI,U.A.E,LHR,Y,Revenue,BGT,175.3,20170101
GCCLI,U.A.E,LHR,Y,Revenue,VTB(%),13,20170101
GCCLI,U.A.E,LHR,Y,Revenue,VTL(%),4,20170101
GCCLI,U.A.E,LHR,Y,SAmarketShare(%),CY(%),5.49,20170101
GCCLI,U.A.E,LHR,Y,SAmarketShare(%),VTL(pts),2.16,20170101
GCCLI,U.A.E,LHR,Y,RASK,CY,2351,20170101
GCCLI,U.A.E,LHR,Y,RASK,VTL,4,20170101
GCCLI,U.A.E,LHR,Y,ASK,CY,2,20170101
GCCLI,U.A.E,LHR,Y,ASK,V.LY,5.4,20170101
GCCLI,U.A.E,LHR,Y,Yield,CY,6.1,20170101
GCCLI,U.A.E,LHR,Y,Yield,VTL,9,20170101
GCCLI,U.A.E,LHR,Y,LoadFactor,CY,66,20170101
GCCLI,U.A.E,LHR,Y,LoadFactor,VTL,1.36,20170101
GCCLI,U.A.E,MAN,F,Bookings,CY,0.21,20170101
GCCLI,U.A.E,MAN,F,Bookings,VTL(%),24,20170101
GCCLI,U.A.E,MAN,F,Bookings,TKT(%),96,20170101
GCCLI,U.A.E,MAN,F,Passenger,Forecast,0.23,20170101
GCCLI,U.A.E,MAN,F,Passenger,BGT,0.25,20170101
GCCLI,U.A.E,MAN,F,Passenger,VTB(%),3,20170101
GCCLI,U.A.E,MAN,F,Passenger,VTL(%),8,20170101
GCCLI,U.A.E,MAN,F,ATV,Forecast,305.2,20170101
GCCLI,U.A.E,MAN,F,ATV,BGT,371.5,20170101
GCCLI,U.A.E,MAN,F,ATV,VTB(%),11,20170101
GCCLI,U.A.E,MAN,F,ATV,VTL(%),6,20170101
GCCLI,U.A.E,MAN,F,Revenue,Forecast,132,20170101
GCCLI,U.A.E,MAN,F,Revenue,BGT,123.6,20170101
GCCLI,U.A.E,MAN,F,Revenue,VTB(%),13,20170101
GCCLI,U.A.E,MAN,F,Revenue,VTL(%),2,20170101
GCCLI,U.A.E,MAN,F,SAmarketShare(%),CY(%),5.23,20170101
GCCLI,U.A.E,MAN,F,SAmarketShare(%),VTL(pts),3.12,20170101
GCCLI,U.A.E,MAN,F,RASK,CY,2465,20170101
GCCLI,U.A.E,MAN,F,RASK,VTL,4,20170101
GCCLI,U.A.E,MAN,F,ASK,CY,2,20170101
GCCLI,U.A.E,MAN,F,ASK,V.LY,6.2,20170101
GCCLI,U.A.E,MAN,F,Yield,CY,6.3,20170101
GCCLI,U.A.E,MAN,F,Yield,VTL,9,20170101
GCCLI,U.A.E,MAN,F,LoadFactor,CY,86,20170101
GCCLI,U.A.E,MAN,F,LoadFactor,VTL,1.23,20170101
GCCLI,U.A.E,MAN,Y,Bookings,CY,0.22,20170101
GCCLI,U.A.E,MAN,Y,Bookings,VTL(%),12,20170101
GCCLI,U.A.E,MAN,Y,Bookings,TKT(%),94,20170101
GCCLI,U.A.E,MAN,Y,Passenger,Forecast,0.45,20170101
GCCLI,U.A.E,MAN,Y,Passenger,BGT,0.46,20170101
GCCLI,U.A.E,MAN,Y,Passenger,VTB(%),2,20170101
GCCLI,U.A.E,MAN,Y,Passenger,VTL(%),9,20170101
GCCLI,U.A.E,MAN,Y,ATV,Forecast,306.7,20170101
GCCLI,U.A.E,MAN,Y,ATV,BGT,348.9,20170101
GCCLI,U.A.E,MAN,Y,ATV,VTB(%),12,20170101
GCCLI,U.A.E,MAN,Y,ATV,VTL(%),7,20170101
GCCLI,U.A.E,MAN,Y,Revenue,Forecast,138,20170101
GCCLI,U.A.E,MAN,Y,Revenue,BGT,159.79,20170101
GCCLI,U.A.E,MAN,Y,Revenue,VTB(%),14,20170101
GCCLI,U.A.E,MAN,Y,Revenue,VTL(%),1,20170101
GCCLI,U.A.E,MAN,Y,SAmarketShare(%),CY(%),5.73,20170101
GCCLI,U.A.E,MAN,Y,SAmarketShare(%),VTL(pts),3.17,20170101
GCCLI,U.A.E,MAN,Y,RASK,CY,2645,20170101
GCCLI,U.A.E,MAN,Y,RASK,VTL,5,20170101
GCCLI,U.A.E,MAN,Y,ASK,CY,1,20170101
GCCLI,U.A.E,MAN,Y,ASK,V.LY,6.5,20170101
GCCLI,U.A.E,MAN,Y,Yield,CY,6.2,20170101
GCCLI,U.A.E,MAN,Y,Yield,VTL,10,20170101
GCCLI,U.A.E,MAN,Y,LoadFactor,CY,77,20170101
GCCLI,U.A.E,MAN,Y,LoadFactor,VTL,1.23,20170101
GCCLI,U.A.E,MAN,J,Bookings,CY,0.05,20170101
GCCLI,U.A.E,MAN,J,Bookings,VTL(%),34,20170101
GCCLI,U.A.E,MAN,J,Bookings,TKT(%),92,20170101
GCCLI,U.A.E,MAN,J,Passenger,Forecast,0.04,20170101
GCCLI,U.A.E,MAN,J,Passenger,BGT,0.25,20170101
GCCLI,U.A.E,MAN,J,Passenger,VTB(%),3,20170101
GCCLI,U.A.E,MAN,J,Passenger,VTL(%),8,20170101
GCCLI,U.A.E,MAN,J,ATV,Forecast,312.6,20170101
GCCLI,U.A.E,MAN,J,ATV,BGT,324.3,20170101
GCCLI,U.A.E,MAN,J,ATV,VTB(%),16,20170101
GCCLI,U.A.E,MAN,J,ATV,VTL(%),5,20170101
GCCLI,U.A.E,MAN,J,Revenue,Forecast,135,20170101
GCCLI,U.A.E,MAN,J,Revenue,BGT,165.2,20170101
GCCLI,U.A.E,MAN,J,Revenue,VTB(%),15,20170101
GCCLI,U.A.E,MAN,J,Revenue,VTL(%),3,20170101
GCCLI,U.A.E,MAN,J,SAmarketShare(%),CY(%),4.26,20170101
GCCLI,U.A.E,MAN,J,SAmarketShare(%),VTL(pts),2.9,20170101
GCCLI,U.A.E,MAN,J,RASK,CY,2341,20170101
GCCLI,U.A.E,MAN,J,RASK,VTL,5,20170101
GCCLI,U.A.E,MAN,J,ASK,CY,3,20170101
GCCLI,U.A.E,MAN,J,ASK,V.LY,5.3,20170101
GCCLI,U.A.E,MAN,J,Yield,CY,6.3,20170101
GCCLI,U.A.E,MAN,J,Yield,VTL,7,20170101
GCCLI,U.A.E,MAN,J,LoadFactor,CY,68,20170101
GCCLI,U.A.E,MAN,J,LoadFactor,VTL,1.32,20170101
GCCLI,U.A.E,BHX,F,Bookings,CY,0.18,20170101
GCCLI,U.A.E,BHX,F,Bookings,VTL(%),26,20170101
GCCLI,U.A.E,BHX,F,Bookings,TKT(%),78,20170101
GCCLI,U.A.E,BHX,F,Passenger,Forecast,0.32,20170101
GCCLI,U.A.E,BHX,F,Passenger,BGT,0.36,20170101
GCCLI,U.A.E,BHX,F,Passenger,VTB(%),4,20170101
GCCLI,U.A.E,BHX,F,Passenger,VTL(%),7,20170101
GCCLI,U.A.E,BHX,F,ATV,Forecast,303.6,20170101
GCCLI,U.A.E,BHX,F,ATV,BGT,315.6,20170101
GCCLI,U.A.E,BHX,F,ATV,VTB(%),13,20170101
GCCLI,U.A.E,BHX,F,ATV,VTL(%),4,20170101
GCCLI,U.A.E,BHX,F,Revenue,Forecast,121,20170101
GCCLI,U.A.E,BHX,F,Revenue,BGT,175.3,20170101
GCCLI,U.A.E,BHX,F,Revenue,VTB(%),13,20170101
GCCLI,U.A.E,BHX,F,Revenue,VTL(%),4,20170101
GCCLI,U.A.E,BHX,F,SAmarketShare(%),CY(%),5.49,20170101
GCCLI,U.A.E,BHX,F,SAmarketShare(%),VTL(pts),2.16,20170101
GCCLI,U.A.E,BHX,F,RASK,CY,2351,20170101
GCCLI,U.A.E,BHX,F,RASK,VTL,4,20170101
GCCLI,U.A.E,BHX,F,ASK,CY,2,20170101
GCCLI,U.A.E,BHX,F,ASK,V.LY,5.4,20170101
GCCLI,U.A.E,BHX,F,Yield,CY,6.1,20170101
GCCLI,U.A.E,BHX,F,Yield,VTL,9,20170101
GCCLI,U.A.E,BHX,F,LoadFactor,CY,66,20170101
GCCLI,U.A.E,BHX,F,LoadFactor,VTL,1.36,20170101
GCCLI,U.A.E,BHX,J,Bookings,CY,0.15,20170101
GCCLI,U.A.E,BHX,J,Bookings,VTL(%),23,20170101
GCCLI,U.A.E,BHX,J,Bookings,TKT(%),68,20170101
GCCLI,U.A.E,BHX,J,Passenger,Forecast,0.42,20170101
GCCLI,U.A.E,BHX,J,Passenger,BGT,0.25,20170101
GCCLI,U.A.E,BHX,J,Passenger,VTB(%),5,20170101
GCCLI,U.A.E,BHX,J,Passenger,VTL(%),5,20170101
GCCLI,U.A.E,BHX,J,ATV,Forecast,302.6,20170101
GCCLI,U.A.E,BHX,J,ATV,BGT,333.6,20170101
GCCLI,U.A.E,BHX,J,ATV,VTB(%),11,20170101
GCCLI,U.A.E,BHX,J,ATV,VTL(%),8,20170101
GCCLI,U.A.E,BHX,J,Revenue,Forecast,123,20170101
GCCLI,U.A.E,BHX,J,Revenue,BGT,145.3,20170101
GCCLI,U.A.E,BHX,J,Revenue,VTB(%),11,20170101
GCCLI,U.A.E,BHX,J,Revenue,VTL(%),5,20170101
GCCLI,U.A.E,BHX,J,SAmarketShare(%),CY(%),5.49,20170101
GCCLI,U.A.E,BHX,J,SAmarketShare(%),VTL(pts),3.56,20170101
GCCLI,U.A.E,BHX,J,RASK,CY,2364,20170101
GCCLI,U.A.E,BHX,J,RASK,VTL,4,20170101
GCCLI,U.A.E,BHX,J,ASK,CY,3,20170101
GCCLI,U.A.E,BHX,J,ASK,V.LY,6.5,20170101
GCCLI,U.A.E,BHX,J,Yield,CY,6.2,20170101
GCCLI,U.A.E,BHX,J,Yield,VTL,7,20170101
GCCLI,U.A.E,BHX,J,LoadFactor,CY,56,20170101
GCCLI,U.A.E,BHX,J,LoadFactor,VTL,1.2,20170101
GCCLI,U.A.E,BHX,Y,Bookings,CY,0.21,20170101
GCCLI,U.A.E,BHX,Y,Bookings,VTL(%),24,20170101
GCCLI,U.A.E,BHX,Y,Bookings,TKT(%),96,20170101
GCCLI,U.A.E,BHX,Y,Passenger,Forecast,0.23,20170101
GCCLI,U.A.E,BHX,Y,Passenger,BGT,0.25,20170101
GCCLI,U.A.E,BHX,Y,Passenger,VTB(%),3,20170101
GCCLI,U.A.E,BHX,Y,Passenger,VTL(%),8,20170101
GCCLI,U.A.E,BHX,Y,ATV,Forecast,305.2,20170101
GCCLI,U.A.E,BHX,Y,ATV,BGT,371.5,20170101
GCCLI,U.A.E,BHX,Y,ATV,VTB(%),11,20170101
GCCLI,U.A.E,BHX,Y,ATV,VTL(%),6,20170101
GCCLI,U.A.E,BHX,Y,Revenue,Forecast,132,20170101
GCCLI,U.A.E,BHX,Y,Revenue,BGT,123.6,20170101
GCCLI,U.A.E,BHX,Y,Revenue,VTB(%),13,20170101
GCCLI,U.A.E,BHX,Y,Revenue,VTL(%),2,20170101
GCCLI,U.A.E,BHX,Y,SAmarketShare(%),CY(%),5.23,20170101
GCCLI,U.A.E,BHX,Y,SAmarketShare(%),VTL(pts),3.12,20170101
GCCLI,U.A.E,BHX,Y,RASK,CY,2465,20170101
GCCLI,U.A.E,BHX,Y,RASK,VTL,4,20170101
GCCLI,U.A.E,BHX,Y,ASK,CY,2,20170101
GCCLI,U.A.E,BHX,Y,ASK,V.LY,6.2,20170101
GCCLI,U.A.E,BHX,Y,Yield,CY,6.3,20170101
GCCLI,U.A.E,BHX,Y,Yield,VTL,9,20170101
GCCLI,U.A.E,BHX,Y,LoadFactor,CY,86,20170101
GCCLI,U.A.E,BHX,Y,LoadFactor,VTL,1.23,20170101
GCCLI,Oman,LHR,F,Bookings,CY,0.22,20170101
GCCLI,Oman,LHR,F,Bookings,VTL(%),12,20170101
GCCLI,Oman,LHR,F,Bookings,TKT(%),94,20170101
GCCLI,Oman,LHR,F,Passenger,Forecast,0.45,20170101
GCCLI,Oman,LHR,F,Passenger,BGT,0.46,20170101
GCCLI,Oman,LHR,F,Passenger,VTB(%),2,20170101
GCCLI,Oman,LHR,F,Passenger,VTL(%),9,20170101
GCCLI,Oman,LHR,F,ATV,Forecast,306.7,20170101
GCCLI,Oman,LHR,F,ATV,BGT,348.9,20170101
GCCLI,Oman,LHR,F,ATV,VTB(%),12,20170101
GCCLI,Oman,LHR,F,ATV,VTL(%),7,20170101
GCCLI,Oman,LHR,F,Revenue,Forecast,138,20170101
GCCLI,Oman,LHR,F,Revenue,BGT,159.79,20170101
GCCLI,Oman,LHR,F,Revenue,VTB(%),14,20170101
GCCLI,Oman,LHR,F,Revenue,VTL(%),1,20170101
GCCLI,Oman,LHR,F,SAmarketShare(%),CY(%),5.73,20170101
GCCLI,Oman,LHR,F,SAmarketShare(%),VTL(pts),3.17,20170101
GCCLI,Oman,LHR,F,RASK,CY,2645,20170101
GCCLI,Oman,LHR,F,RASK,VTL,5,20170101
GCCLI,Oman,LHR,F,ASK,CY,1,20170101
GCCLI,Oman,LHR,F,ASK,V.LY,6.5,20170101
GCCLI,Oman,LHR,F,Yield,CY,6.2,20170101
GCCLI,Oman,LHR,F,Yield,VTL,10,20170101
GCCLI,Oman,LHR,F,LoadFactor,CY,77,20170101
GCCLI,Oman,LHR,F,LoadFactor,VTL,1.23,20170101
GCCLI,Oman,LHR,J,Bookings,CY,0.05,20170101
GCCLI,Oman,LHR,J,Bookings,VTL(%),34,20170101
GCCLI,Oman,LHR,J,Bookings,TKT(%),92,20170101
GCCLI,Oman,LHR,J,Passenger,Forecast,0.04,20170101
GCCLI,Oman,LHR,J,Passenger,BGT,0.25,20170101
GCCLI,Oman,LHR,J,Passenger,VTB(%),3,20170101
GCCLI,Oman,LHR,J,Passenger,VTL(%),8,20170101
GCCLI,Oman,LHR,J,ATV,Forecast,312.6,20170101
GCCLI,Oman,LHR,J,ATV,BGT,324.3,20170101
GCCLI,Oman,LHR,J,ATV,VTB(%),16,20170101
GCCLI,Oman,LHR,J,ATV,VTL(%),5,20170101
GCCLI,Oman,LHR,J,Revenue,Forecast,135,20170101
GCCLI,Oman,LHR,J,Revenue,BGT,165.2,20170101
GCCLI,Oman,LHR,J,Revenue,VTB(%),15,20170101
GCCLI,Oman,LHR,J,Revenue,VTL(%),3,20170101
GCCLI,Oman,LHR,J,SAmarketShare(%),CY(%),4.26,20170101
GCCLI,Oman,LHR,J,SAmarketShare(%),VTL(pts),2.9,20170101
GCCLI,Oman,LHR,J,RASK,CY,2341,20170101
GCCLI,Oman,LHR,J,RASK,VTL,5,20170101
GCCLI,Oman,LHR,J,ASK,CY,3,20170101
GCCLI,Oman,LHR,J,ASK,V.LY,5.3,20170101
GCCLI,Oman,LHR,J,Yield,CY,6.3,20170101
GCCLI,Oman,LHR,J,Yield,VTL,7,20170101
GCCLI,Oman,LHR,J,LoadFactor,CY,68,20170101
GCCLI,Oman,LHR,J,LoadFactor,VTL,1.32,20170101
GCCLI,Oman,LHR,Y,Bookings,CY,0.18,20170101
GCCLI,Oman,LHR,Y,Bookings,VTL(%),26,20170101
GCCLI,Oman,LHR,Y,Bookings,TKT(%),78,20170101
GCCLI,Oman,LHR,Y,Passenger,Forecast,0.32,20170101
GCCLI,Oman,LHR,Y,Passenger,BGT,0.36,20170101
GCCLI,Oman,LHR,Y,Passenger,VTB(%),4,20170101
GCCLI,Oman,LHR,Y,Passenger,VTL(%),7,20170101
GCCLI,Oman,LHR,Y,ATV,Forecast,303.6,20170101
GCCLI,Oman,LHR,Y,ATV,BGT,315.6,20170101
GCCLI,Oman,LHR,Y,ATV,VTB(%),13,20170101
GCCLI,Oman,LHR,Y,ATV,VTL(%),4,20170101
GCCLI,Oman,LHR,Y,Revenue,Forecast,121,20170101
GCCLI,Oman,LHR,Y,Revenue,BGT,175.3,20170101
GCCLI,Oman,LHR,Y,Revenue,VTB(%),13,20170101
GCCLI,Oman,LHR,Y,Revenue,VTL(%),4,20170101
GCCLI,Oman,LHR,Y,SAmarketShare(%),CY(%),5.49,20170101
GCCLI,Oman,LHR,Y,SAmarketShare(%),VTL(pts),2.16,20170101
GCCLI,Oman,LHR,Y,RASK,CY,2351,20170101
GCCLI,Oman,LHR,Y,RASK,VTL,4,20170101
GCCLI,Oman,LHR,Y,ASK,CY,2,20170101
GCCLI,Oman,LHR,Y,ASK,V.LY,5.4,20170101
GCCLI,Oman,LHR,Y,Yield,CY,6.1,20170101
GCCLI,Oman,LHR,Y,Yield,VTL,9,20170101
GCCLI,Oman,LHR,Y,LoadFactor,CY,66,20170101
GCCLI,Oman,LHR,Y,LoadFactor,VTL,1.36,20170101
GCCLI,Oman,MAN,F,Bookings,CY,0.05,20170101
GCCLI,Oman,MAN,F,Bookings,VTL(%),34,20170101
GCCLI,Oman,MAN,F,Bookings,TKT(%),92,20170101
GCCLI,Oman,MAN,F,Passenger,Forecast,0.04,20170101
GCCLI,Oman,MAN,F,Passenger,BGT,0.25,20170101
GCCLI,Oman,MAN,F,Passenger,VTB(%),3,20170101
GCCLI,Oman,MAN,F,Passenger,VTL(%),8,20170101
GCCLI,Oman,MAN,F,ATV,Forecast,312.6,20170101
GCCLI,Oman,MAN,F,ATV,BGT,324.3,20170101
GCCLI,Oman,MAN,F,ATV,VTB(%),16,20170101
GCCLI,Oman,MAN,F,ATV,VTL(%),5,20170101
GCCLI,Oman,MAN,F,Revenue,Forecast,135,20170101
GCCLI,Oman,MAN,F,Revenue,BGT,165.2,20170101
GCCLI,Oman,MAN,F,Revenue,VTB(%),15,20170101
GCCLI,Oman,MAN,F,Revenue,VTL(%),3,20170101
GCCLI,Oman,MAN,F,SAmarketShare(%),CY(%),4.26,20170101
GCCLI,Oman,MAN,F,SAmarketShare(%),VTL(pts),2.9,20170101
GCCLI,Oman,MAN,F,RASK,CY,2341,20170101
GCCLI,Oman,MAN,F,RASK,VTL,5,20170101
GCCLI,Oman,MAN,F,ASK,CY,3,20170101
GCCLI,Oman,MAN,F,ASK,V.LY,5.3,20170101
GCCLI,Oman,MAN,F,Yield,CY,6.3,20170101
GCCLI,Oman,MAN,F,Yield,VTL,7,20170101
GCCLI,Oman,MAN,F,LoadFactor,CY,68,20170101
GCCLI,Oman,MAN,F,LoadFactor,VTL,1.32,20170101
GCCLI,Oman,MAN,Y,Bookings,CY,0.22,20170101
GCCLI,Oman,MAN,Y,Bookings,VTL(%),12,20170101
GCCLI,Oman,MAN,Y,Bookings,TKT(%),94,20170101
GCCLI,Oman,MAN,Y,Passenger,Forecast,0.45,20170101
GCCLI,Oman,MAN,Y,Passenger,BGT,0.46,20170101
GCCLI,Oman,MAN,Y,Passenger,VTB(%),2,20170101
GCCLI,Oman,MAN,Y,Passenger,VTL(%),9,20170101
GCCLI,Oman,MAN,Y,ATV,Forecast,306.7,20170101
GCCLI,Oman,MAN,Y,ATV,BGT,348.9,20170101
GCCLI,Oman,MAN,Y,ATV,VTB(%),12,20170101
GCCLI,Oman,MAN,Y,ATV,VTL(%),7,20170101
GCCLI,Oman,MAN,Y,Revenue,Forecast,138,20170101
GCCLI,Oman,MAN,Y,Revenue,BGT,159.79,20170101
GCCLI,Oman,MAN,Y,Revenue,VTB(%),14,20170101
GCCLI,Oman,MAN,Y,Revenue,VTL(%),1,20170101
GCCLI,Oman,MAN,Y,SAmarketShare(%),CY(%),5.73,20170101
GCCLI,Oman,MAN,Y,SAmarketShare(%),VTL(pts),3.17,20170101
GCCLI,Oman,MAN,Y,RASK,CY,2645,20170101
GCCLI,Oman,MAN,Y,RASK,VTL,5,20170101
GCCLI,Oman,MAN,Y,ASK,CY,1,20170101
GCCLI,Oman,MAN,Y,ASK,V.LY,6.5,20170101
GCCLI,Oman,MAN,Y,Yield,CY,6.2,20170101
GCCLI,Oman,MAN,Y,Yield,VTL,10,20170101
GCCLI,Oman,MAN,Y,LoadFactor,CY,77,20170101
GCCLI,Oman,MAN,Y,LoadFactor,VTL,1.23,20170101
GCCLI,Oman,MAN,J,Bookings,CY,0.18,20170101
GCCLI,Oman,MAN,J,Bookings,VTL(%),26,20170101
GCCLI,Oman,MAN,J,Bookings,TKT(%),78,20170101
GCCLI,Oman,MAN,J,Passenger,Forecast,0.32,20170101
GCCLI,Oman,MAN,J,Passenger,BGT,0.36,20170101
GCCLI,Oman,MAN,J,Passenger,VTB(%),4,20170101
GCCLI,Oman,MAN,J,Passenger,VTL(%),7,20170101
GCCLI,Oman,MAN,J,ATV,Forecast,303.6,20170101
GCCLI,Oman,MAN,J,ATV,BGT,315.6,20170101
GCCLI,Oman,MAN,J,ATV,VTB(%),13,20170101
GCCLI,Oman,MAN,J,ATV,VTL(%),4,20170101
GCCLI,Oman,MAN,J,Revenue,Forecast,121,20170101
GCCLI,Oman,MAN,J,Revenue,BGT,175.3,20170101
GCCLI,Oman,MAN,J,Revenue,VTB(%),13,20170101
GCCLI,Oman,MAN,J,Revenue,VTL(%),4,20170101
GCCLI,Oman,MAN,J,SAmarketShare(%),CY(%),5.49,20170101
GCCLI,Oman,MAN,J,SAmarketShare(%),VTL(pts),2.16,20170101
GCCLI,Oman,MAN,J,RASK,CY,2351,20170101
GCCLI,Oman,MAN,J,RASK,VTL,4,20170101
GCCLI,Oman,MAN,J,ASK,CY,2,20170101
GCCLI,Oman,MAN,J,ASK,V.LY,5.4,20170101
GCCLI,Oman,MAN,J,Yield,CY,6.1,20170101
GCCLI,Oman,MAN,J,Yield,VTL,9,20170101
GCCLI,Oman,MAN,J,LoadFactor,CY,66,20170101
GCCLI,Oman,MAN,J,LoadFactor,VTL,1.36,20170101
GCCLI,Oman,BHX,F,Bookings,CY,0.15,20170101
GCCLI,Oman,BHX,F,Bookings,VTL(%),23,20170101
GCCLI,Oman,BHX,F,Bookings,TKT(%),68,20170101
GCCLI,Oman,BHX,F,Passenger,Forecast,0.42,20170101
GCCLI,Oman,BHX,F,Passenger,BGT,0.25,20170101
GCCLI,Oman,BHX,F,Passenger,VTB(%),5,20170101
GCCLI,Oman,BHX,F,Passenger,VTL(%),5,20170101
GCCLI,Oman,BHX,F,ATV,Forecast,302.6,20170101
GCCLI,Oman,BHX,F,ATV,BGT,333.6,20170101
GCCLI,Oman,BHX,F,ATV,VTB(%),11,20170101
GCCLI,Oman,BHX,F,ATV,VTL(%),8,20170101
GCCLI,Oman,BHX,F,Revenue,Forecast,123,20170101
GCCLI,Oman,BHX,F,Revenue,BGT,145.3,20170101
GCCLI,Oman,BHX,F,Revenue,VTB(%),11,20170101
GCCLI,Oman,BHX,F,Revenue,VTL(%),5,20170101
GCCLI,Oman,BHX,F,SAmarketShare(%),CY(%),5.49,20170101
GCCLI,Oman,BHX,F,SAmarketShare(%),VTL(pts),3.56,20170101
GCCLI,Oman,BHX,F,RASK,CY,2364,20170101
GCCLI,Oman,BHX,F,RASK,VTL,4,20170101
GCCLI,Oman,BHX,F,ASK,CY,3,20170101
GCCLI,Oman,BHX,F,ASK,V.LY,6.5,20170101
GCCLI,Oman,BHX,F,Yield,CY,6.2,20170101
GCCLI,Oman,BHX,F,Yield,VTL,7,20170101
GCCLI,Oman,BHX,F,LoadFactor,CY,56,20170101
GCCLI,Oman,BHX,F,LoadFactor,VTL,1.2,20170101
GCCLI,Oman,BHX,J,Bookings,CY,0.21,20170101
GCCLI,Oman,BHX,J,Bookings,VTL(%),21,20170101
GCCLI,Oman,BHX,J,Bookings,TKT(%),58,20170101
GCCLI,Oman,BHX,J,Passenger,Forecast,0.25,20170101
GCCLI,Oman,BHX,J,Passenger,BGT,0.23,20170101
GCCLI,Oman,BHX,J,Passenger,VTB(%),6,20170101
GCCLI,Oman,BHX,J,Passenger,VTL(%),6,20170101
GCCLI,Oman,BHX,J,ATV,Forecast,302.9,20170101
GCCLI,Oman,BHX,J,ATV,BGT,352.3,20170101
GCCLI,Oman,BHX,J,ATV,VTB(%),10,20170101
GCCLI,Oman,BHX,J,ATV,VTL(%),6,20170101
GCCLI,Oman,BHX,J,Revenue,Forecast,136,20170101
GCCLI,Oman,BHX,J,Revenue,BGT,124.3,20170101
GCCLI,Oman,BHX,J,Revenue,VTB(%),10,20170101
GCCLI,Oman,BHX,J,Revenue,VTL(%),6,20170101
GCCLI,Oman,BHX,J,SAmarketShare(%),CY(%),4.99,20170101
GCCLI,Oman,BHX,J,SAmarketShare(%),VTL(pts),3.98,20170101
GCCLI,Oman,BHX,J,RASK,CY,2179,20170101
GCCLI,Oman,BHX,J,RASK,VTL,3,20170101
GCCLI,Oman,BHX,J,ASK,CY,2,20170101
GCCLI,Oman,BHX,J,ASK,V.LY,6.5,20170101
GCCLI,Oman,BHX,J,Yield,CY,6.5,20170101
GCCLI,Oman,BHX,J,Yield,VTL,9,20170101
GCCLI,Oman,BHX,J,LoadFactor,CY,66,20170101
GCCLI,Oman,BHX,J,LoadFactor,VTL,1.32,20170101
GCCLI,Oman,BHX,Y,Bookings,CY,0.23,20170101
GCCLI,Oman,BHX,Y,Bookings,VTL(%),45,20170101
GCCLI,Oman,BHX,Y,Bookings,TKT(%),88,20170101
GCCLI,Oman,BHX,Y,Passenger,Forecast,0.32,20170101
GCCLI,Oman,BHX,Y,Passenger,BGT,0.36,20170101
GCCLI,Oman,BHX,Y,Passenger,VTB(%),7,20170101
GCCLI,Oman,BHX,Y,Passenger,VTL(%),7,20170101
GCCLI,Oman,BHX,Y,ATV,Forecast,312.5,20170101
GCCLI,Oman,BHX,Y,ATV,BGT,359.6,20170101
GCCLI,Oman,BHX,Y,ATV,VTB(%),9,20170101
GCCLI,Oman,BHX,Y,ATV,VTL(%),5,20170101
GCCLI,Oman,BHX,Y,Revenue,Forecast,135,20170101
GCCLI,Oman,BHX,Y,Revenue,BGT,154.3,20170101
GCCLI,Oman,BHX,Y,Revenue,VTB(%),12,20170101
GCCLI,Oman,BHX,Y,Revenue,VTL(%),4,20170101
GCCLI,Oman,BHX,Y,SAmarketShare(%),CY(%),5.36,20170101
GCCLI,Oman,BHX,Y,SAmarketShare(%),VTL(pts),3.63,20170101
GCCLI,Oman,BHX,Y,RASK,CY,2456,20170101
GCCLI,Oman,BHX,Y,RASK,VTL,5,20170101
GCCLI,Oman,BHX,Y,ASK,CY,3,20170101
GCCLI,Oman,BHX,Y,ASK,V.LY,6.5,20170101
GCCLI,Oman,BHX,Y,Yield,CY,6.6,20170101
GCCLI,Oman,BHX,Y,Yield,VTL,8,20170101
GCCLI,Oman,BHX,Y,LoadFactor,CY,75,20170101
GCCLI,Oman,BHX,Y,LoadFactor,VTL,1.26,20170101
Aericas,Canada,LHR,F,Bookings,CY,0.22,20170101
Aericas,Canada,LHR,F,Bookings,VTL(%),12,20170101
Aericas,Canada,LHR,F,Bookings,TKT(%),94,20170101
